CustomerID,Days_Since_Last_Purchase,Total_Transactions,Total_Products_Purchased,Total_Spend,Average_Transaction_Value,Unique_Products_Purchased,Average_Days_Between_Purchases,Day_Of_Week,Hour,Is_UK,Cancellation_Frequency,Cancellation_Rate,Monthly_Spending_Mean,Monthly_Spending_Std,Spending_Trend
12782,4,6,1056,1881.32,313.5533333,80,3.495049505,2,10,0,1,0.166666667,376.264,103.9412595,-42.111
12783,2,4,611,1295.87,323.9675,74,0.948051948,4,11,0,0,0,323.9675,143.9982873,-31.907
12784,15,1,278,476.82,476.82,53,0,3,12,0,0,0,476.82,0,0
12785,2,2,126,249.71,124.855,13,27.84615385,4,13,0,1,0.5,124.855,185.396327,-262.19
12787,9,3,258,418.66,139.5533333,16,11.4375,1,9,0,0,0,139.5533333,33.91935337,-19.55
12789,65,1,3,76.85,76.85,3,0,2,13,0,0,0,76.85,0,0
12790,192,1,164,294.92,294.92,20,0,1,14,0,0,0,294.92,0,0
12792,256,1,215,344.54,344.54,24,0,0,11,0,0,0,344.54,0,0
12793,334,2,292,461.48,230.74,20,1.761904762,6,12,0,0,0,230.74,179.5202696,253.88
12794,53,2,592,860.41,430.205,43,1.022727273,0,14,0,0,0,430.205,160.0960463,226.41
12795,18,1,64,318.48,318.48,13,0,0,10,0,0,0,318.48,0,0
12802,183,2,300,382.58,191.29,24,0.125,0,9,0,1,0.5,382.58,0,0
12808,36,3,187,455.65,151.8833333,26,12.76923077,3,10,0,0,0,151.8833333,50.45003304,50.45
12809,168,2,216,400.36,200.18,24,0.375,2,10,0,1,0.5,400.36,0,0
12811,261,2,227,458.85,229.425,26,0.851851852,2,10,0,0,0,229.425,24.28911793,34.35
12812,44,1,164,229.64,229.64,15,0,2,9,0,0,0,229.64,0,0
12815,147,2,374,863.46,431.73,37,1.159090909,2,13,0,0,0,431.73,89.98640897,-127.26
12816,95,2,125,452.2,226.1,26,3.115384615,3,13,0,0,0,226.1,17.74838021,-25.1
12817,281,1,52,126.04,126.04,3,0,3,16,0,0,0,126.04,0,0
12820,3,4,722,942.34,235.585,55,5.568965517,0,13,1,0,0,235.585,75.04948523,24.566
12821,214,1,70,92.72,92.72,6,0,0,15,1,0,0,92.72,0,0
12822,70,3,548,918.98,306.3266667,41,0.369565217,1,13,1,1,0.333333333,918.98,0,0
12823,74,5,230,1759.5,351.9,1,55.5,2,7,1,0,0,439.875,144.8121628,-22.95
12824,59,1,232,397.12,397.12,25,0,1,12,1,0,0,397.12,0,0
12826,2,8,1054,1468.12,183.515,58,3.903225806,3,12,1,1,0.125,244.6866667,158.1680355,-20.87771429
12827,5,3,197,430.15,143.3833333,19,1.625,2,15,1,0,0,143.3833333,64.61705141,-53.15
12828,2,6,494,1018.71,169.785,46,2.327272727,4,10,1,0,0,254.6775,127.8879198,22.609
12829,322,3,375,253.05,84.35,9,3.454545455,4,11,1,1,0.333333333,126.525,57.66455801,81.55
12831,262,1,135,215.05,215.05,9,0,1,13,1,0,0,215.05,0,0
12832,32,2,195,383.03,191.515,27,2.538461538,4,13,1,0,0,191.515,107.8832816,-152.57
12833,145,1,156,417.38,417.38,24,0,6,13,1,0,0,417.38,0,0
12834,282,1,110,312.38,312.38,18,0,2,9,1,0,0,312.38,0,0
12836,59,4,1062,2610.36,652.59,148,1.456647399,1,15,1,0,0,652.59,206.95772,-141.016
12837,173,1,24,134.1,134.1,12,0,6,16,1,0,0,134.1,0,0
12838,33,2,355,671.95,335.975,115,2.857142857,6,12,1,0,0,335.975,77.52011642,-109.63
12839,2,15,3805,5588.12,372.5413333,95,1.162420382,3,14,1,1,0.066666667,508.0109091,300.4634263,44.90145455
12840,143,6,1505,2714.27,452.3783333,67,0.72173913,2,12,1,2,0.333333333,678.5675,133.6487395,-97.281
12841,4,26,2646,3845.63,147.9088462,230,0.849537037,6,12,1,1,0.038461538,295.8176923,129.3359972,-16.08016484
12842,70,2,547,1118.99,559.495,34,7.212121212,4,15,1,0,0,559.495,351.8068368,497.53
12843,65,9,753,1680.76,186.7511111,69,1.859813084,1,11,1,1,0.111111111,336.152,306.9660059,-40.626
12844,29,2,125,325.96,162.98,47,1.980392157,0,13,1,0,0,162.98,16.82914139,-23.8
12845,267,4,204,354.09,88.5225,26,0.884615385,1,14,1,0,0,177.045,158.3282794,223.91
12847,22,1,873,843.64,843.64,72,0,3,13,1,0,0,843.64,0,0
12849,31,2,579,992.65,496.325,46,5.266666667,2,12,1,0,0,496.325,219.0404676,-309.77
12851,96,1,106,131.81,131.81,43,0,6,12,1,0,0,131.81,0,0
12852,290,2,145,299.75,149.875,17,0.210526316,4,8,1,1,0.5,299.75,0,0
12853,107,9,782,1881.7,209.0777778,66,2.506024096,3,11,1,3,0.333333333,376.34,453.4207475,-31.34
12854,78,5,621,1280.9,256.18,97,2.123893805,1,14,1,2,0.4,426.9666667,69.82307451,66.34
12855,372,1,30,38.1,38.1,3,0,3,9,1,0,0,38.1,0,0
12856,7,8,1073,2153.53,269.19125,155,0.178913738,4,12,1,2,0.25,717.8433333,568.9316641,-560.635
12857,210,2,343,1106.4,553.2,37,2.044444444,3,12,1,0,0,553.2,351.2906489,-496.8
12863,52,2,186,504.2,252.1,5,29.4,1,14,1,1,0.5,252.1,380.5648696,538.2
12864,138,1,216,147.12,147.12,3,0,6,13,1,0,0,147.12,0,0
12865,26,3,877,1548.07,516.0233333,87,3.505263158,0,10,0,1,0.333333333,516.0233333,504.5125424,303.505
12866,283,1,167,499.12,499.12,25,0,1,14,0,0,0,499.12,0,0
12867,26,10,4261,3962.99,396.299,240,0.612844037,0,15,1,3,0.3,566.1414286,205.7861936,86.82107143
12868,185,6,928,1607.06,267.8433333,72,1.773584906,2,15,1,0,0,321.412,122.6921312,5.713
12870,366,1,-2,-14.9,-14.9,2,0,2,14,1,1,1,-14.9,0,0
12871,84,2,200,380.64,190.32,8,12.3,4,15,1,0,0,190.32,82.47693496,116.64
12872,326,2,319,599.97,299.985,58,0.6,3,14,1,0,0,299.985,111.0794043,-157.09
12873,282,1,128,374,374,4,0,2,14,1,0,0,374,0,0
12875,143,2,2019,343.23,171.615,1,219,1,12,1,0,0,171.615,172.7391156,-244.29
12877,3,12,1178,1535.77,127.9808333,100,2.320261438,1,13,1,0,0,139.6154545,74.19087671,6.728636364
12878,18,3,536,841.64,280.5466667,38,5.166666667,6,13,1,1,0.333333333,280.5466667,278.2015407,-164.265
12879,44,4,363,552.57,138.1425,7,4.272727273,4,12,1,1,0.25,276.285,298.0667215,-421.53
12881,275,1,21,298,298,7,0,2,11,1,0,0,298,0,0
12882,9,2,246,1463.04,731.52,12,2,2,16,1,0,0,1463.04,0,0
12883,24,4,196,703.47,175.8675,39,1.585365854,1,9,1,0,0,351.735,85.00130617,120.21
12884,88,1,43,309.05,309.05,7,0,0,13,1,0,0,309.05,0,0
12885,63,4,654,1158.27,289.5675,66,0.845070423,0,11,1,1,0.25,579.135,69.67123115,-98.53
12886,67,3,761,1351.09,450.3633333,75,1.788235294,2,11,1,1,0.333333333,675.545,102.0284375,-144.29
12888,214,4,68,313.77,78.4425,4,6.833333333,1,14,1,2,0.5,104.59,154.0989542,-100.95
12890,24,1,256,376.72,376.72,78,0,1,17,1,0,0,376.72,0,0
12891,185,3,950,331,110.3333333,2,53.5,1,11,1,0,0,110.3333333,83.91861136,21.5
12893,30,1,90,176.55,176.55,27,0,2,12,1,0,0,176.55,0,0
12895,42,3,204,347.3,115.7666667,22,1.913043478,2,8,1,1,0.333333333,173.65,97.08576106,-137.3
12897,204,2,110,216.5,108.25,3,32.33333333,3,11,1,0,0,108.25,29.06208871,-41.1
12902,264,1,66,138.68,138.68,10,0,6,12,1,0,0,138.68,0,0
12904,18,2,294,496.06,248.03,59,2.2,0,14,1,0,0,248.03,4.723473298,6.68
12906,11,5,1749,2919.81,583.962,55,1.080645161,3,15,1,0,0,1459.905,674.134392,-953.37
12908,176,3,600,360,120,1,68,0,12,1,1,0.333333333,180,356.3818177,504
12909,39,8,1270,2128.83,266.10375,78,2.252631579,3,12,1,3,0.375,425.766,344.062801,-143.999
12910,23,8,1692,3075.04,384.38,48,2.945945946,3,10,1,0,0,512.5066667,132.6265407,-18.78742857
12912,2,5,670,1662.3,332.46,17,1.652173913,3,13,1,0,0,554.1,243.3964987,243.09
12913,4,5,1417,2453.63,490.726,36,7.744680851,3,10,1,0,0,490.726,352.2518841,95.83
12915,148,2,93,363.65,181.825,19,10.66666667,3,12,1,0,0,181.825,25.20835675,-35.65
12916,138,5,1075,2921.15,584.23,53,1.75,6,10,1,1,0.2,730.2875,86.19909449,-17.227
12917,128,1,120,594,594,2,0,2,16,1,0,0,594,0,0
12919,8,8,668,1301.44,162.68,34,3.156862745,1,10,1,2,0.25,216.9066667,219.1240664,55.60057143
12920,17,1,128,162.78,162.78,27,0,1,15,1,0,0,162.78,0,0
12922,161,1,370,405.38,405.38,28,0,4,15,1,0,0,405.38,0,0
12923,64,1,67,171.57,171.57,27,0,3,16,1,0,0,171.57,0,0
12924,88,5,479,922,184.4,21,8.24137931,0,13,1,1,0.2,230.5,130.192869,80.99
12925,4,2,540,679.05,339.525,41,1.627906977,0,11,1,0,0,339.525,40.70813739,-57.57
12928,35,5,1472,2062.7,412.54,59,3.903614458,1,10,1,0,0,412.54,103.4242128,34.674
12929,122,2,36,105.1,52.55,8,23.625,1,12,1,1,0.5,52.55,92.34814562,-130.6
12930,78,4,250,409.9,102.475,20,3.576923077,1,13,1,2,0.5,136.6333333,124.1910179,-13.66
12933,24,4,498,606.28,151.57,103,2.443396226,1,16,1,1,0.25,202.0933333,80.20515279,70.27
12935,2,8,1852,2156.45,269.55625,80,2.457364341,0,13,1,1,0.125,359.4083333,60.78264931,-26.36085714
12936,17,5,539,1012.9,202.58,56,0.983870968,3,13,1,1,0.2,506.45,412.9645023,-584.02
12937,15,4,1007,1504.27,376.0675,81,2.117647059,3,14,1,0,0,376.0675,219.1119194,156.861
12938,25,1,140,114.14,114.14,9,0,0,11,1,0,0,114.14,0,0
12940,46,4,399,862.44,215.61,88,0.414141414,6,12,1,2,0.5,431.22,130.4612011,184.5
12942,131,3,198,675.6,225.2,68,3.391304348,6,14,1,0,0,225.2,76.39588274,10.165
12944,35,2,289,604.51,302.255,29,11,4,11,1,0,0,302.255,21.64453857,30.61
12945,288,1,165,462.95,462.95,23,0,3,14,1,0,0,462.95,0,0
12947,143,11,1157,1407.29,127.9354545,83,2.254901961,1,10,1,5,0.454545455,234.5483333,146.3584063,-7.468285714
12948,16,8,1077,2053.7,256.7125,82,2.11965812,4,10,1,1,0.125,410.74,133.1857183,-56.429
12949,30,10,2363,4143.02,414.302,166,1.018348624,4,13,1,2,0.2,1035.755,389.2915652,-189.458
12950,2,3,1380,1843,614.3333333,13,1,3,15,1,0,0,921.5,862.5288517,1219.8
12951,8,8,500,1042.07,130.25875,54,5.03125,3,10,1,2,0.25,173.6783333,121.664997,11.57457143
12952,5,5,652,1382.84,276.568,64,0.924050633,3,16,1,1,0.2,345.71,302.3758153,-166.49
12953,9,1,84,329.85,329.85,17,0,2,9,1,0,0,329.85,0,0
12955,1,14,3642,4734.26,338.1614286,81,1.461538462,2,10,1,3,0.214285714,526.0288889,540.6657993,104.626
12956,306,1,34,108.07,108.07,19,0,6,16,1,0,0,108.07,0,0
12957,4,12,2531,3979.04,331.5866667,208,1.378600823,3,12,1,4,0.333333333,442.1155556,469.0444405,33.416
12962,7,2,129,266.39,133.195,15,7.066666667,3,13,1,0,0,133.195,52.81380549,-74.69
12963,8,8,881,1856.63,232.07875,75,3.79787234,2,9,1,0,0,371.326,292.2975839,41.084
12965,89,1,282,769.81,769.81,108,0,6,15,1,0,0,769.81,0,0
12966,9,1,75,160.18,160.18,10,0,2,12,1,0,0,160.18,0,0
12968,112,1,73,135.95,135.95,5,0,4,15,1,0,0,135.95,0,0
12970,7,4,268,405.47,101.3675,116,2.4609375,4,14,1,0,0,202.735,253.0523038,357.87
12974,197,1,24,144.8,144.8,8,0,3,9,1,0,0,144.8,0,0
12976,211,1,561,738.6,738.6,22,0,3,9,1,0,0,738.6,0,0
12977,156,1,12,39.24,39.24,9,0,2,16,1,0,0,39.24,0,0
12980,155,12,864,7092.06,591.005,6,8.826086957,3,11,1,3,0.25,1013.151429,426.312473,59.1525
12981,29,2,242,372.22,186.11,12,5.473684211,4,14,1,0,0,186.11,1.513208512,-2.14
12982,239,2,278,377.2,188.6,28,0.090909091,0,11,1,1,0.5,377.2,0,0
12984,18,1,26,97.5,97.5,4,0,0,12,1,0,0,97.5,0,0
12985,0,3,1413,1215.62,405.2066667,73,0.363636364,4,12,1,1,0.333333333,607.81,207.2812818,-293.14
12987,73,3,217,545,181.6666667,27,4.275862069,1,12,1,1,0.333333333,181.6666667,171.0222305,-24.95
12988,292,1,126,505.82,505.82,75,0,6,14,1,0,0,505.82,0,0
12989,3,19,2915,6854.51,360.7636842,41,5.388059701,3,12,1,4,0.210526316,623.1372727,400.254774,0.693181818
12990,31,3,200,409.5,136.5,8,23.25,1,13,1,0,0,136.5,35.33992077,24.05
12991,23,2,405,503.76,251.88,31,2.966666667,4,14,1,0,0,251.88,73.0865569,-103.36
12993,23,4,240,414.76,103.69,26,10.57692308,0,12,1,0,0,103.69,66.99871939,-5.692
12994,4,5,440,902.22,180.444,52,3.666666667,2,8,1,2,0.4,300.74,38.50724997,6.275
12995,77,2,98,200.72,100.36,3,2,3,15,1,1,0.5,200.72,0,0
12997,22,7,648,1197.94,171.1342857,45,4.46969697,2,15,1,3,0.428571429,299.485,10.02584826,7.75
12999,196,3,342,455.88,151.96,25,1.814814815,4,10,1,0,0,227.94,130.5884803,-184.68
13000,106,3,379,534.85,178.2833333,30,8.6,4,10,1,0,0,178.2833333,92.49035752,-62.715
13001,4,15,5482,9765.07,651.0046667,166,0.949852507,2,14,1,2,0.133333333,1085.007778,606.3712751,-166.5078333
13002,318,1,73,120.95,120.95,7,0,1,15,1,0,0,120.95,0,0
13003,105,3,103,149.05,49.68333333,4,21.8,0,8,1,0,0,49.68333333,17.05288343,0.475
13004,11,22,4796,5613.43,255.1559091,277,0.848039216,4,12,1,4,0.181818182,510.3118182,220.6655448,15.48690909
13005,173,3,167,468.95,156.3166667,21,2.607142857,3,13,1,1,0.333333333,234.475,59.99801038,-84.85
13006,56,1,55,81.57,81.57,4,0,4,13,1,0,0,81.57,0,0
13008,323,2,115,178.47,89.235,15,2.642857143,3,14,1,1,0.5,89.235,198.3222389,280.47
13011,372,1,13,50.55,50.55,3,0,3,17,1,0,0,50.55,0,0
13012,9,10,668,1301.72,130.172,67,2.740384615,2,16,1,2,0.2,216.9533333,281.854131,14.25485714
13013,1,15,2217,4786.99,319.1326667,155,1.674208145,4,12,1,2,0.133333333,531.8877778,409.481515,-87.18883333
13014,2,16,884,3365.43,210.339375,67,2.286885246,3,10,1,6,0.375,480.7757143,352.1726586,-50.23535714
13015,53,5,1609,3339.64,667.928,156,1.126436782,0,13,1,0,0,1113.213333,413.0617685,298.615
13016,73,3,527,789.89,263.2966667,39,1.086956522,0,15,1,0,0,394.945,42.85774201,-60.61
13018,16,29,5434,7272.75,250.7844828,313,0.609170306,3,11,1,1,0.034482759,727.275,466.3654458,-0.855818182
13021,4,12,1336,2584.4,215.3666667,103,2.714285714,0,10,1,3,0.25,287.1555556,225.0133872,47.17283333
13023,64,2,280,599.9,299.95,35,1.756756757,1,9,1,0,0,299.95,12.09152596,17.1
13026,1,7,1587,943.77,134.8242857,33,6.682926829,3,16,1,2,0.285714286,188.754,96.26041336,22.86
13028,22,3,796,659.68,219.8933333,40,0.5,1,14,1,1,0.333333333,329.84,36.91097398,-52.2
13029,30,3,134,1247.5,415.8333333,8,35.88888889,6,11,1,0,0,415.8333333,50.79934383,45.9
13030,11,2,348,752.44,376.22,76,3.923076923,0,14,1,0,0,376.22,36.96754252,-52.28
13032,38,3,367,996.52,332.1733333,55,0.662162162,1,16,1,1,0.333333333,332.1733333,299.6294127,-254.98
13033,357,1,83,190.55,190.55,11,0,4,14,1,0,0,190.55,0,0
13034,54,2,369,642.77,321.385,37,8.75,6,12,1,0,0,321.385,219.9455643,311.05
13035,57,3,627,886.63,295.5433333,23,7,1,8,1,1,0.333333333,295.5433333,313.7464193,-184.125
13037,138,3,431,881.07,293.69,44,2.510638298,2,15,1,0,0,293.69,39.21989674,26.665
13038,80,3,360,908.46,302.82,24,7.777777778,1,11,1,0,0,302.82,99.94548114,-39.2
13040,8,2,355,676.99,338.495,38,0.595238095,3,10,1,0,0,338.495,49.84395701,70.49
13043,253,2,251,471.57,235.785,13,1.538461538,4,14,1,1,0.5,471.57,0,0
13044,291,1,429,560.47,560.47,33,0,0,15,1,0,0,560.47,0,0
13045,99,1,221,305.28,305.28,18,0,3,15,1,0,0,305.28,0,0
13046,30,2,264,629.31,314.655,33,6.941176471,2,8,1,0,0,314.655,165.3710629,233.87
13047,46,16,1355,3089.1,193.06875,105,1.694300518,2,13,1,7,0.4375,343.2333333,227.0727518,17.24183333
13048,14,5,1220,1789.41,357.882,77,2.318518519,4,13,1,1,0.2,447.3525,31.00047137,-9.093
13049,64,2,268,656.68,328.34,14,19.53846154,1,15,1,0,0,328.34,246.8651194,349.12
13052,212,1,222,348.15,348.15,18,0,2,14,1,0,0,348.15,0,0
13055,64,4,891,1201.96,300.49,74,1.935064935,3,14,1,1,0.25,400.6533333,443.6391237,-178.655
13058,24,3,52,271.4,90.46666667,5,18.14285714,0,12,1,0,0,90.46666667,43.07587298,43.075
13059,249,1,35,183.4,183.4,8,0,0,10,1,0,0,183.4,0,0
13060,253,1,123,307.53,307.53,15,0,3,11,1,0,0,307.53,0,0
13061,72,1,107,248.61,248.61,10,0,2,16,1,0,0,248.61,0,0
13062,191,1,342,331.98,331.98,10,0,2,15,1,0,0,331.98,0,0
13064,12,4,514,1105.59,276.3975,51,4.701492537,6,11,1,0,0,276.3975,124.4495808,-9.299
13065,373,1,74,205.86,205.86,14,0,2,16,1,0,0,205.86,0,0
13066,24,3,320,430.9,143.6333333,48,0.166666667,0,17,1,1,0.333333333,430.9,0,0
13067,82,1,32,115.46,115.46,14,0,6,13,1,0,0,115.46,0,0
13068,10,2,200,344,172,1,309,0,8,1,0,0,172,9.899494937,14
13069,0,27,5454,3713.14,137.5237037,285,0.788461538,3,11,1,3,0.111111111,285.6261538,183.6305193,-26.55697802
13070,192,1,110,228.8,228.8,9,0,1,13,1,0,0,228.8,0,0
13072,266,1,69,177.15,177.15,7,0,4,8,1,0,0,177.15,0,0
13075,129,1,485,919.61,919.61,22,0,1,10,1,0,0,919.61,0,0
13077,1,4,862,728.02,182.005,99,3.318181818,3,19,1,0,0,242.6733333,82.74070361,-80.945
13079,4,5,62,220.1,44.02,2,27.2,4,13,1,0,0,55.025,62.58510872,-11.23
13080,179,1,120,58.08,58.08,6,0,0,14,1,0,0,58.08,0,0
13082,126,10,4313,3595.48,359.548,63,2.864864865,1,11,1,1,0.1,599.2466667,434.6244078,-8.661142857
13083,4,2,187,303.75,151.875,15,4.176470588,6,10,1,0,0,151.875,57.29686248,-81.03
13085,157,3,108,272.38,90.79333333,17,4.928571429,3,13,1,1,0.333333333,90.79333333,214.8225922,-70.06
13090,8,17,2193,8674.39,510.2582353,97,2.289308176,4,10,1,4,0.235294118,788.5809091,658.4030992,65.16563636
13091,21,2,450,319.82,159.91,21,0.304347826,4,15,1,1,0.5,319.82,0,0
13092,70,6,271,459.83,76.63833333,19,11.56,2,12,1,1,0.166666667,91.966,59.97798163,-34.614
13094,21,16,1542,1708.86,106.80375,4,11.96551724,2,11,1,4,0.25,170.886,126.0771207,3.929090909
13095,70,1,144,74.4,74.4,6,0,4,12,1,0,0,74.4,0,0
13097,32,14,2339,5901.07,421.505,214,0.757505774,4,11,1,4,0.285714286,590.107,287.3560237,2.716787879
13101,234,1,113,101.19,101.19,8,0,1,14,1,0,0,101.19,0,0
13102,1,27,4160,6336.29,234.6774074,141,1.177993528,3,14,1,3,0.111111111,528.0241667,213.0005617,-25.60590909
13103,39,1,82,243.94,243.94,8,0,0,9,1,0,0,243.94,0,0
13104,3,6,504,1098.48,183.08,14,18.47368421,3,11,1,0,0,183.08,85.94817415,40.93028571
13106,128,2,14,59.5,29.75,1,5,2,11,1,1,0.5,29.75,66.11448404,-93.5
13107,44,5,1288,1524.07,304.814,54,4.898305085,0,12,1,1,0.2,381.0175,188.157972,-120.145
13108,372,1,298,350.06,350.06,10,0,3,10,1,0,0,350.06,0,0
13109,2,5,514,766.84,153.368,41,3.163265306,1,14,1,3,0.6,255.6133333,232.870682,-188.35
13110,31,8,384,1452.87,181.60875,109,1.931034483,1,16,1,1,0.125,290.574,102.6621207,-24.428
13115,8,14,1534,2205.63,157.545,92,2.732824427,2,12,1,10,0.714285714,245.07,392.2717533,39.51366667
13116,117,2,290,485.19,242.595,30,0.7,6,14,1,1,0.5,242.595,365.6378455,-517.09
13117,21,8,945,984.91,123.11375,66,4.68,4,10,1,0,0,140.7014286,111.6838682,-27.60107143
13118,19,7,389,1125,160.7142857,68,3.320987654,6,12,1,2,0.285714286,281.25,120.46108,24.524
13121,269,2,227,254.73,127.365,50,0,1,16,1,1,0.5,254.73,0,0
13122,94,2,585,922.39,461.195,54,2.703703704,2,14,1,0,0,461.195,625.754146,-884.95
13124,89,3,2119,3756.33,1252.11,185,1.221719457,4,14,1,0,0,1252.11,10.78026438,-8.23
13126,4,10,2130,2056.29,205.629,124,2.567375887,2,10,1,2,0.2,293.7557143,167.2114066,-13.88321429
13127,77,1,127,259.17,259.17,15,0,4,10,1,0,0,259.17,0,0
13130,94,1,32,64,64,2,0,1,15,1,0,0,64,0,0
13131,23,4,443,1039.3,259.825,30,3.644444444,3,17,1,1,0.25,259.825,206.0892909,-55.27
13132,261,1,20,77.3,77.3,3,0,2,12,1,0,0,77.3,0,0
13133,273,2,32,109.8,54.9,7,5.166666667,4,10,1,0,0,54.9,3.606244584,5.1
13134,72,7,1044,1740.63,248.6614286,94,1.615384615,3,10,1,3,0.428571429,580.21,276.7208317,200.545
13136,50,11,1312,2545.38,231.3981818,97,2.282608696,2,12,1,6,0.545454545,509.076,343.492541,126.362
13137,10,8,2204,3603.29,450.41125,345,0.434402332,6,12,1,0,0,514.7557143,319.447419,101.4475
13138,22,6,473,962.39,160.3983333,31,5.64516129,3,15,1,0,0,160.3983333,40.31602382,-10.46485714
13139,16,8,2418,5055.79,631.97375,132,1.404624277,2,13,1,1,0.125,1011.158,632.7405628,323.656
13140,108,3,185,422.47,140.8233333,40,5.863636364,1,15,1,0,0,211.235,74.91796347,105.95
13141,84,6,1547,2385.8,397.6333333,113,1.711111111,4,9,1,1,0.166666667,477.16,356.5948431,128.943
13142,19,1,258,307.09,307.09,23,0,6,16,1,0,0,307.09,0,0
13144,332,1,21,110.95,110.95,3,0,1,11,1,0,0,110.95,0,0
13145,39,5,142,614.77,122.954,5,55.5,4,10,1,1,0.2,153.6925,95.77447585,-56.523
13146,26,1,154,228.91,228.91,16,0,6,15,1,0,0,228.91,0,0
13147,10,4,144,712.8,178.2,1,29.66666667,3,10,1,0,0,237.6,205.7676359,178.2
13148,29,17,1818,3324.62,195.5658824,238,0.98820059,6,13,1,5,0.294117647,415.5775,402.2683841,32.6102381
13149,14,4,1280,1676.06,419.015,76,3.235294118,2,13,1,0,0,419.015,133.5712098,24.366
13151,203,2,361,1250.37,625.185,73,1.243243243,3,12,1,1,0.5,625.185,894.7517077,-1265.37
13153,5,1,418,486.22,486.22,15,0,6,12,1,0,0,486.22,0,0
13155,33,4,497,971.76,242.94,67,3.988095238,0,12,1,0,0,242.94,129.2635592,-74.752
13157,49,5,1430,1721.57,344.314,69,2.829545455,4,13,1,1,0.2,430.3925,300.6238763,210.539
13158,94,4,784,1201.06,300.265,59,2.871794872,1,9,1,0,0,300.265,31.8919598,22.836
13159,8,5,1044,1371.25,274.25,114,0.891666667,3,11,1,1,0.2,457.0833333,284.1721511,-251.215
13160,22,1,56,91.8,91.8,4,0,3,13,1,0,0,91.8,0,0
13161,313,1,29,112.75,112.75,8,0,6,14,1,0,0,112.75,0,0
13162,122,5,1663,1644.99,328.998,74,2.617283951,6,15,1,1,0.2,411.2475,302.7148419,-152.601
13165,46,2,1376,1021.48,510.74,40,7.43902439,0,15,1,0,0,510.74,220.7587371,312.2
13166,282,2,214,414.7,207.35,39,0.024390244,1,15,1,1,0.5,414.7,0,0
13167,18,4,773,779.33,194.8325,50,1.984126984,0,12,1,0,0,194.8325,51.49483947,-27.827
13168,36,5,668,1290.54,258.108,102,2.220472441,1,13,1,1,0.2,322.635,220.3797112,-90.432
13169,63,2,272,712.88,356.44,11,15.75,4,12,1,0,0,356.44,210.3784095,-297.52
13170,26,1,141,108.81,108.81,29,0,6,12,1,0,0,108.81,0,0
13171,8,5,227,426.81,85.362,37,6.191489362,4,14,1,2,0.4,106.7025,86.95400791,-44.127
13173,4,2,277,353.65,176.825,41,8.642857143,1,14,1,0,0,176.825,15.39371463,21.77
13174,16,3,1351,2738.82,912.94,227,1.213058419,6,16,1,0,0,912.94,395.7326689,-330.15
13176,46,1,448,481.49,481.49,66,0,0,15,1,0,0,481.49,0,0
13177,64,1,91,282.45,282.45,17,0,3,9,1,0,0,282.45,0,0
13178,26,11,3570,5725.47,520.4972727,95,1.265151515,1,12,1,0,0,715.68375,260.5245314,24.27511905
13182,45,1,201,121.18,121.18,11,0,1,13,1,0,0,121.18,0,0
13183,7,9,2208,3957.78,439.7533333,51,3.516129032,6,10,1,0,0,494.7225,160.3483705,-15.02547619
13184,14,12,1631,1615.45,134.6208333,137,1.541899441,0,12,1,2,0.166666667,269.2416667,131.7349268,-25.32942857
13186,39,5,804,1539.69,307.938,69,1.072289157,2,9,1,2,0.4,513.23,380.6238586,-339.095
13187,337,1,95,236.02,236.02,37,0,3,18,1,0,0,236.02,0,0
13189,18,2,842,260.68,130.34,29,3.464285714,1,13,1,0,0,130.34,4.723473298,6.68
13192,95,2,595,911.94,455.97,57,1.774193548,2,14,1,0,0,455.97,11.80868325,-16.7
13193,61,1,46,112.08,112.08,22,0,6,14,1,0,0,112.08,0,0
13194,135,1,26,60.7,60.7,3,0,2,9,1,0,0,60.7,0,0
13196,11,4,1224,1797.78,449.445,97,2.302752294,4,12,1,0,0,599.26,438.5355262,-150.65
13198,10,8,2645,3384.09,423.01125,200,1.539473684,0,9,1,2,0.25,483.4414286,299.7954081,-70.37678571
13199,3,38,6171,9788.96,257.6042105,47,3.076271186,3,14,1,1,0.026315789,752.9969231,690.8673175,63.93120879
13200,19,4,516,870.09,217.5225,42,2.377777778,4,14,1,0,0,290.03,41.07360588,-38.12
13203,9,4,800,869.46,217.365,56,4.160714286,0,13,1,0,0,217.365,119.7312637,24.476
13207,15,2,130,250.26,125.13,7,19.28571429,1,11,1,0,0,125.13,102.3749198,-144.78
13208,59,5,767,1193.17,238.634,123,1.724137931,1,12,1,0,0,238.634,99.082978,32.138
13209,30,11,4232,5820.16,529.1054545,255,1.009146341,1,11,1,3,0.272727273,831.4514286,794.2456068,160.4892857
13210,93,1,316,353.48,353.48,22,0,2,8,1,0,0,353.48,0,0
13211,10,3,834,1095.42,365.14,45,6.5,0,17,1,0,0,365.14,285.5277247,100.04
13212,9,4,308,779.33,194.8325,128,0.368794326,6,12,1,1,0.25,389.665,138.8687008,196.39
13213,56,6,1357,1518.43,253.0716667,82,1.571428571,4,11,1,1,0.166666667,379.6075,176.9936766,70.251
13216,267,1,297,333.74,333.74,5,0,3,12,1,0,0,333.74,0,0
13217,122,5,114,133.62,26.724,3,5.666666667,1,15,1,2,0.4,66.81,582.3024343,-823.5
13218,127,1,88,62.64,62.64,5,0,3,16,1,0,0,62.64,0,0
